Journal,Link,Since
Histories,https://www.mdpi.com/journal/histories,2025-06-20 17:37:18
HortFlora Research Spectrum (HRS),http://hortflorajournal.com/,2025-06-20 17:37:18
Horticulturae,https://www.mdpi.com/journal/horticulturae,2025-06-20 17:37:18
Hospitals,https://www.mdpi.com/journal/hospitals,2025-06-20 17:37:18
Human Behavior and Emerging Technologies,https://www.hindawi.com/journals/hbet/,2025-06-20 17:37:18
Human Mutation,https://www.hindawi.com/journals/humu/,2025-06-20 17:37:18
Humanities,https://www.mdpi.com/journal/humanities,2025-06-20 17:37:18
Humans,https://www.mdpi.com/journal/humans,2025-06-20 17:37:18
Humanum Sciences,https://www.sapientiae.com.br/index.php/humanumsciences,2025-06-20 17:37:18
Hydrobiology,https://www.mdpi.com/journal/hydrobiology,2025-06-20 17:37:18
Hydrogen,https://www.mdpi.com/journal/hydrogen,2025-06-20 17:37:18
Hydrology,https://www.mdpi.com/journal/hydrology,2025-06-20 17:37:18
Hygeia: Journal for Drugs and Medicines,http://www.hygeiajournal.com/,2025-06-20 17:37:18
Hygiene,https://www.mdpi.com/journal/hygiene,2025-06-20 17:37:18
IARS’ International Research Journal (I’IRJ),http://www.irj.iars.info/index.php,2025-06-20 17:37:18
IARTEM e-journal,http://biriwa.com/iartem/ejournal/,2025-06-20 17:37:18
IBMRD’s Journal of Management Research,http://www.ibmrdjournal.com/,2025-06-20 17:37:18
iBusiness,https://www.scirp.org/journal/ib,2025-06-20 17:37:18
Iconic Research & Engineering Journals (IRE Journals),http://www.irejournals.com/,2025-06-20 17:37:18
Ideal Journal of Arts and Humanities (IJAH),http://ijah.truescholar.org/,2025-06-20 17:37:18
Ideal Journal of Economics and Management Sciences (IJEMS),http://ijems.truescholar.org/,2025-06-20 17:37:18
Ideal Journal of Education and Policy Studies (IJEPAS),http://ijeps.truescholar.org/,2025-06-20 17:37:18
Ideal Journal of Engineering and Applied Sciences (IJEAS),http://ijeas.truescholar.org/,2025-06-20 17:37:18
Ideal Journal of Psychology and Theology (IJOPAT),http://ijopat.truescholar.org/,2025-06-20 17:37:18
Ideal Journal of Pure and Applied Sciences (IJESAM),http://ijopas.truescholar.org/,2025-06-20 17:37:18
"IJPUB – International Peer Reviewed, Open Access Journal (also see International Journal of Creative Research Thoughts - IJCRT)",http://ijpub.org/,2025-06-20 17:37:18
Immuno,https://www.mdpi.com/journal/immuno,2025-06-20 17:37:18
Indian Journal of Advanced Nursing (IJAN),http://ijan.co.in/,2025-06-20 17:37:18
Indian Journal of Advances in Chemical Science (IJACS),http://www.ijacskros.com/index.html,2025-06-20 17:37:18
Indian Journal of Applied Research,http://www.theglobaljournals.com/ijar/index.php,2025-06-20 17:37:18
Indian Journal of Applied-Basic Medical Sciences,http://www.themedicalacademy.in/,2025-06-20 17:37:18
Indian Journal of Drugs,http://drugresearch.in/,2025-06-20 17:37:18
Indian Journal of Medical Research and Pharmaceutical Sciences (IJMRPS),http://www.ijmrps.com/,2025-06-20 17:37:18
Indian Journal of Natural Sciences (IJONS),http://tnsroindia.org.in/journals.html,2025-06-20 17:37:18
Indian Journal of Pharmaceutical and Biological Research (IJPBR),http://ijpbr.in/,2025-06-20 17:37:18
Indian Journal of Pharmaceutical Science & Research (IJPSR),http://www.ijpsrjournal.com/index.php,2025-06-20 17:37:18
Indian Journal of Public Health Research and Development,http://www.ijphrd.com/,2025-06-20 17:37:18
Indian Journal of Research Anvikshiki,http://www.anvikshikijournal.com/,2025-06-20 17:37:18
Indian Journal of Research in Pharmacy and Biotechnology (IJRPB),http://www.ijrpb.com/,2025-06-20 17:37:18
Indian Journal of Scientific Research and Technology (INDJSRT),http://www.indjsrt.com/,2025-06-20 17:37:18
Indian Journal of Scientific Research (IJSR),http://www.ijsr.in/index.php,2025-06-20 17:37:18
Indian Research Journal of Pharmacy and Science,http://irjps.in/,2025-06-20 17:37:18
Indian Scholar,http://www.indianscholar.co.in/,2025-06-20 17:37:18
Indian Streams Research Journal,http://isrj.org/Default.aspx,2025-06-20 17:37:18
Indo American Journal of Pharmaceutical Research,http://www.iajpr.com/,2025-06-20 17:37:18
Indo American Journal of Pharmaceutical Sciences (IAJPS),http://iajps.com/,2025-06-20 17:37:18
Indo-Global Journal of Pharmaceutical Sciences,http://iglobaljournal.com/,2025-06-20 17:37:18
Indonesian Journal of Business Finance and Accounting (IJBFA),http://thomson.id/index.php/ijbfa,2025-06-20 17:37:18
Indonesian Journal of Management and Business Economics (IJMBE),http://thomson.id/index.php/ijmbe,2025-06-20 17:37:18
Indoor Air,https://www.hindawi.com/journals/ina/,2025-06-20 17:37:18
Industrial Science Journal,http://www.industrialscience.org/Default.aspx,2025-06-20 17:37:18
Infectious Disease Reports,https://www.mdpi.com/journal/idr,2025-06-20 17:37:18
Infectious Diseases in Obstetrics and Gynecology,https://www.hindawi.com/journals/idog/,2025-06-20 17:37:18
Informatics,https://www.mdpi.com/journal/informatics,2025-06-20 17:37:18
Information,https://www.mdpi.com/journal/information,2025-06-20 17:37:18
INFORMATION-An International Interdisciplinary Journal,http://www.information-iii.org/information_journal.html,2025-06-20 17:37:18
InfraMatics,https://www.scirp.org/journal/inframatics,2025-06-20 17:37:18
Infrastructures,https://www.mdpi.com/journal/infrastructures,2025-06-20 17:37:18
Innovations in Pharmaceuticals and Pharmacotherapy (IPP),http://www.innpharmacotherapy.com/Default.aspx,2025-06-20 17:37:18
Inorganics,https://www.mdpi.com/journal/inorganics,2025-06-20 17:37:18
Insects,https://www.mdpi.com/journal/insects,2025-06-20 17:37:18
Institute of Electrical & Electronics Engineers Advanced Journal (IEEEAJ),http://www.ieeeaj.com/,2025-06-20 17:37:18
Instruments,https://www.mdpi.com/journal/instruments,2025-06-20 17:37:18
Integrated Journal of British (IJBRITISH),http://www.ijbritish.com/,2025-06-20 17:37:18
Intelligent Control and Automation,https://www.scirp.org/journal/ica,2025-06-20 17:37:18
Intelligent Information Management,https://www.scirp.org/journal/iim,2025-06-20 17:37:18
Interciencia (hijacker of a legitimate journal),http://intercienciajournal.com/,2025-06-20 17:37:18
Interdisciplinary Journal of Contemporary Research in Business,http://ijcrb.webs.com/,2025-06-20 17:37:18
Interdisciplinary Journal of Research in Business (IDJRB),http://www.idjrb.com/index.php,2025-06-20 17:37:18
Interdisciplinary Perspectives on Infectious Diseases,https://www.hindawi.com/journals/ipid/,2025-06-20 17:37:18
Interdisciplinary Toxicology (interTOX),http://www.intertox.sav.sk/,2025-06-20 17:37:18
Internal Medicine Review,http://internalmedicinereview.org/index.php/imr,2025-06-20 17:37:18
"International Advanced Research Journal in Science, Engineering and Technology (IARJSET)",http://iarjset.com/,2025-06-20 17:37:18
International Archives of BioMedical and Clinical Research (IABCR),http://iabcr.org/,2025-06-20 17:37:18
International Archives of Medicine,http://www.intarchmed.com/,2025-06-20 17:37:18
International Ayurvedic Medical Journal (IAMJ),http://www.iamj.in/,2025-06-20 17:37:18
International Biology Review,http://journals.ke-i.org/index.php/IBR,2025-06-20 17:37:18
International Bulletin of Business Administration (Bulletin International d’Administration des Entreprises),http://www.internationalbulletinofbusinessadministration.com/,2025-06-20 17:37:18
International Bulletin of Drug Research,http://www.ibdr.in/,2025-06-20 17:37:18
International Cardiovascular Forum (ICF),http://icfjournal.org/,2025-06-20 17:37:18
International Chemistry Review,http://journals.ke-i.org/index.php/icr,2025-06-20 17:37:18
International Contemporary Management Review (ICMR),https://icmreview.com/icmr/,2025-06-20 17:37:18
International Design Journal,http://www.journal.faa-design.com/index.htm,2025-06-20 17:37:18
International Economic Letters,http://www.ielonline.eu/,2025-06-20 17:37:18
International Education and Leadership,http://www.jielusa.org/,2025-06-20 17:37:18
International Education and Research Journal (IERJ),https://ierj.in/,2025-06-20 17:37:18
International Educational Applied Research Journal (IEARJ),https://iearjc.com/,2025-06-20 17:37:18
International Educational Applied Scientific Research Journal (IEASRJ),https://ieasrj.com/,2025-06-20 17:37:18
International Educational E-Journal,http://oiirj.org/oiirj/ejournal/,2025-06-20 17:37:18
International Educational Scientific Research Journal (IESRJ),https://iesrj.com/,2025-06-20 17:37:18
International Interdisciplinary Journal of Scientific Research (IIJSR),http://www.iijsr.org/,2025-06-20 17:37:18
International Invention of Scientific Journal (IISJ),http://www.iisj.in/index.php/iisj,2025-06-20 17:37:18
"International Journal & Magazine of Engineering, Technology, Management and Research (IJMETMR)",http://www.ijmetmr.com/,2025-06-20 17:37:18
International Journal Advances in Social Science and Humanities (IJASSH),http://www.ijassh.com/index.php,2025-06-20 17:37:18
International Journal and Bulletin of Multidisciplinary Research (IJBMR),http://www.ijnmr.com/,2025-06-20 17:37:18
International Journal for Advanced Review and Research in Pharmacy (IJARRP),http://www.ijarrp.com/,2025-06-20 17:37:18
International Journal for Development of Computer Science and Technology (IJDCST),http://ijdcst.com/Default.aspx,2025-06-20 17:37:18
International Journal for Engineering and Emerging Technologies (IJFEET),http://www.ijfeet.com/,2025-06-20 17:37:18
International Journal for Innovation Education and Research (IJIER),http://www.ijier.net/,2025-06-20 17:37:18
International Journal for Innovative Research in Multidisciplinary Field (IJIRMF),http://ijirmf.com/,2025-06-20 17:37:18
International Journal for Innovative Research in Science and Technology (IJIRST),http://www.ijirst.org/,2025-06-20 17:37:18
International Journal for Modern Trends in Science and Technology (IJMTST),http://www.ijmtst.com/index.html,2025-06-20 17:37:18
International Journal for Pharmaceutical Research Scholars (IJPRS),http://www.ijprs.com/,2025-06-20 17:37:18
International Journal for Research & Development in Technology (IJRDT),http://ijrdt.org/,2025-06-20 17:37:18
International Journal for Research in Applied Science and Engineering Technology (IJRASET),http://www.ijraset.com/,2025-06-20 17:37:18
International Journal for Research in Emerging Science and Technology (IJREST),http://ijrest.net/,2025-06-20 17:37:18
International Journal for Research in Engineering Application & Management (IJREAM),http://www.ijream.org/,2025-06-20 17:37:18
International Journal for Scientific Research & Development,http://www.ijsrd.com/,2025-06-20 17:37:18
International Journal for Technological Research in Engineering (IJTRE),http://www.ijtre.com/home/,2025-06-20 17:37:18
International Journal of Abdominal Research (IJAR),http://blackhorse.nazwa.pl/public_html/ojs/index.php/ijar,2025-06-20 17:37:18
International Journal of Academic Research,http://www.ijar.org.in/index.php,2025-06-20 17:37:18
International Journal of Academic Studies (IJAS),http://www.ijacademicstudies.com/,2025-06-20 17:37:18
International Journal of Advance and Innovative Research (IJAIR),https://iaraedu.com/about-journal/,2025-06-20 17:37:18
International Journal of Advance Computing Techniques and Applications (IJACTA),http://www.ijacta.com/index.php/ojs,2025-06-20 17:37:18
International Journal of Advance Engineering and Research Development (IJAERD),http://www.ijaerd.com/,2025-06-20 17:37:18
International Journal of Advance Foundation and Research in Computer (IJAFRC),http://www.ijafrc.org/,2025-06-20 17:37:18
International Journal of Advance Foundation and Research in Science and Engineering (IJAFRSE),http://ijafrse.org/,2025-06-20 17:37:18
International Journal of Advance Research and Innovation,http://www.ijari.org/,2025-06-20 17:37:18
International Journal of Advance Research and Innovative Ideas in Education (IJARIIE),http://ijariie.com/,2025-06-20 17:37:18
International Journal of Advance Research in Computer Science And Management Studies (IJARCSMS),http://www.ijarcsms.com/,2025-06-20 17:37:18
International Journal of Advance Research in Science and Engineering (IJARSE),http://www.ijarse.com/,2025-06-20 17:37:18
"International Journal of Advance Research, Ideas and Innovations in Technology (IJARIIT)",http://www.ijariit.com/,2025-06-20 17:37:18
International Journal of Advanced Academic Research (IJAAR),http://www.ijaar.org/,2025-06-20 17:37:18
International Journal of Advanced and Applied Sciences (IJAAS),http://www.science-gate.com/IJAAS.html,2025-06-20 17:37:18
International Journal of Advanced and Innovative Research (IJAIR),http://ijair.jctjournals.com/,2025-06-20 17:37:18
International Journal of Advanced Computer Research,http://accentsjournals.org/journals.php?journalsId=103,2025-06-20 17:37:18
International Journal of Advanced Computer Technology (IJACT),http://www.ijact.org/,2025-06-20 17:37:18
International Journal of Advanced Education and Research (IJMRD),http://www.alleducationjournal.com/,2025-06-20 17:37:18
International Journal of Advanced Engineering and Management Research (IJAEMR),http://www.ijaemr.com/,2025-06-20 17:37:18
International Journal of Advanced Engineering and Nano Technology (IJAENT),http://www.ijaent.org/,2025-06-20 17:37:18
International Journal of Advanced Engineering Applications,http://fragrancejournals.com/,2025-06-20 17:37:18
International Journal of Advanced Engineering Research and Applications (IJA-ERA),http://www.ijaera.org/,2025-06-20 17:37:18
International Journal of Advanced Engineering Research and Science (IJAERS),http://www.ijaers.com/,2025-06-20 17:37:18
"International Journal of Advanced Engineering, Science and Technological Research (IJAESTR)",http://www.ader.org.in/,2025-06-20 17:37:18
International Journal of Advanced Engineering Science and Technological Research (IJAESTR),http://www.aestjournal.org/,2025-06-20 17:37:18
"International Journal of Advanced Engineering, Management and Science (IJAEMS)",http://ijaems.com/,2025-06-20 17:37:18
International Journal of Advanced Information in Arts Science and Management (IJAIASM),http://www.ijaiasm.com/,2025-06-20 17:37:18
International Journal of Advanced Information Science and Technology (IJAIST),http://www.ijaist.com/,2025-06-20 17:37:18
International Journal of Advanced Life Sciences,http://ijals.com/,2025-06-20 17:37:18
International Journal of Advanced Multidisciplinary Research (IJAMR),http://ijarm.com/index.html,2025-06-20 17:37:18
International Journal of Advanced Networking and Applications (IJANA),http://www.ijana.in/,2025-06-20 17:37:18
International Journal of Advanced Research,http://www.journalijar.com/index.php,2025-06-20 17:37:18
International Journal of Advanced Research and Publications (IJARP),http://www.ijarp.org/,2025-06-20 17:37:18
International Journal of Advanced Research and Review (IJARR),http://www.ijarr.in/,2025-06-20 17:37:18
International Journal of Advanced Research in Applied Science and Technology (IJARAST),http://ijarast.com/,2025-06-20 17:37:18
International Journal of Advanced Research in Biological Sciences (IJARBS),http://www.ijarbs.com/,2025-06-20 17:37:18
"International Journal of Advanced Research in Biology, Ecology, Science and Technology (IJARBEST)",http://www.ijarbest.com/,2025-06-20 17:37:18
International Journal of Advanced Research in Computer and Communication Engineering (IJARCCE),http://www.ijarcce.com/,2025-06-20 17:37:18
International Journal of Advanced Research in Computer Engineering & Technology (IJARCET),http://ijarcet.org/,2025-06-20 17:37:18
International Journal of Advanced Research in Computer Science & Technology (IJARCST),http://www.ijarcst.com/index.html,2025-06-20 17:37:18
